//*[==========================================================================]
//* MU Online - EvilDemon - 2025                                                                                       
//*[==========================================================================]

0
//====================================================================================================================================================================================================================================================================================================================================================
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Level   DamageMin   DamageMax   AttackSpeed   Durability   MagicDurability   MagicDamageRate   ReqLevel   ReqStrength   ReqDexterity   ReqEnergy   ReqVitality   ReqLeadership   SetAttr   DW   DK   FE   MG   DL   SU   RF
//====================================================================================================================================================================================================================================================================================================================================================
27       9      0       1       1        1            1            1          "Pendant of Water"                   46      50           0             0             0             0             0             0             1             0      1       1       1       1       1       1       1
28       9      0       1       1        1            1            1          "Pendant of Ability"                 50      50           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
29       *      0       2       2        1            0            0          "Armor of Guardsman"                 0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
30       7      0       2       3        1            0            0          "Cape of Lord"                       180     200          0             0             0             0             0             0             0             0      0       0       0       0       1       0       0
31       *      0       1       1        1            0            0          "Spirit"                             0       0            0             0             0             0             0             0             0             0      0       0       0       0       1       0       0
32       *      0       1       1        1            0            0          "Splinter of Armor"                  0       1            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
33       *      0       1       1        1            0            0          "Bless of Guardian"                  0       1            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
34       *      0       1       1        1            0            0          "Claw of Beast"                      0       1            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
35       *      0       1       1        1            0            0          "Fragment of Horn"                   0       1            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
36       *      0       2       2        1            0            0          "Broken Horn"                        0       1            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
37       8      0       2       2        1            0            0          "Horn of Fenrir"                     300     255          0             0             0             0             0             0             0             0      2       2       2       1       1       2       1
38       10     0       1       1        1            0            0          "Moonstone Pendant"                  21      120          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
39       10     0       1       1        1            0            0          "Eilte Transfer Skeleton Ring"       10      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
40       10     0       1       1        1            0            0          "Jack Olantern Ring"                 10      100          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
41       10     0       1       1        1            0            0          "Transfer Christmas Ring"            1       100          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
42       10     0       1       1        1            0            0          "Ring of GM"                         0       255          255           255           255           255           255           255           255           0      1       1       1       1       1       1       1
43       10     0       1       1        1            0            0          "Seal of Ascension"                  0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
44       10     0       1       1        1            0            0          "Seal of Wealth"                     0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
45       10     0       1       1        1            0            0          "Seal of Sustenance"                 0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
46       *      0       1       1        1            0            0          "Devil Square Ticket"                0       10           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
47       *      0       1       1        1            0            0          "Blood Castle Ticket"                0       10           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
48       *      0       1       1        1            0            0          "Kalima Ticket"                      0       10           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
49       *      0       1       1        1            0            0          "Old Scroll"                         0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
50       *      0       1       2        1            0            0          "Illusion Sorcerer Covenant"         0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
51       *      0       2       2        1            0            0          "Scroll of Blood"                    0       1            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
52       *      0       1       2        1            0            0          "Condor Flame"                       0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
53       *      0       1       2        1            0            0          "Condor Feather"                     0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
54       *      0       1       1        1            0            0          "Reset Fruit Strength"               0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
55       *      0       1       1        1            0            0          "Reset Fruit Quickness"              0       100          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
56       *      0       1       1        1            0            0          "Reset Fruit Health"                 0       100          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
57       *      0       1       1        1            0            0          "Reset Fruit Energy"                 0       100          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
58       *      0       1       1        1            0            0          "Reset Fruit Control"                0       100          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
59       *      0       1       1        1            0            0          "Seal of Mobility"                   0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
60       *      0       1       2        1            0            0          "Indulgence"                         0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
61       *      0       1       1        1            0            0          "Illusion Temple Ticket"             0       10           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
62       *      0       1       1        1            0            0          "Seal of Healing"                    0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
63       *      0       1       1        1            0            0          "Seal of Divinity"                   0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
64       8      0       1       1        1            0            0          "Demon"                              28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
65       8      0       1       1        1            0            0          "Spirit of Guardian"                 28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
66       *      0       1       1        1            0            0          "Invitation to Santa Village"        0       10           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
67       8      0       1       1        1            0            0          "Pet Rudolf"                         28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
68       10     0       1       1        1            0            0          "Snowman Transformation Ring"        10      100          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
69       *      0       1       1        1            0            0          "Talisman of Resurrection"           0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
70       *      0       1       1        1            0            0          "Talisman of Mobility"               0       2            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
71       8      0       2       3        1            0            0          "Sword/Mace/Spear"                   0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
72       8      0       2       3        1            0            0          "Staff"                              0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
73       8      0       2       3        1            0            0          "Bow/Crossbow"                       0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
74       8      0       2       3        1            0            0          "Scepter"                            0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
75       8      0       2       3        1            0            0          "Stick"                              0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
76       10     0       1       1        1            0            0          "Panda Ring"                         28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
80       8      0       1       1        1            0            0          "Pet Panda"                          28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
81       *      0       1       1        1            0            0          "Talisman of Guardian"               0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
82       *      0       1       1        1            0            0          "Talisman of Item Protection"        0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
83       *      0       1       1        1            0            0          "Talisman of Wings of Satan"         0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
84       *      0       1       1        1            0            0          "Talisman of Wings of Heaven"        0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
85       *      0       1       1        1            0            0          "Talisman of Wings of Elf"           0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
86       *      0       1       1        1            0            0          "Talisman of Wing of Curse"          0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
87       *      0       1       1        1            0            0          "Talisman of Cape of Emperor"        0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
88       *      0       1       1        1            0            0          "Talisman of Wings of Dragon"        0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
89       *      0       1       1        1            0            0          "Talisman of Wings of Soul"          0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
90       *      0       1       1        1            0            0          "Talisman of Wings of Spirits"       0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
91       *      0       1       1        1            0            0          "Talisman of Wing of Despair"        0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
92       *      0       1       1        1            0            0          "Talisman of Wings of Darkness"      0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
93       *      0       1       1        1            0            0          "Master Seal of Ascension"           0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
94       *      0       1       1        1            0            0          "Master Seal of Wealth"              0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
95       *      0       1       1        1            0            0          "Gladiator's Honor"                  0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
96       *      0       1       1        1            0            0          "Seal of Strength"                   0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
103      *      0       1       1        1            0            0          "Party EXP Scroll"                   0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
104      *      0       1       1        1            0            0          "Max AG Boost Aura"                  0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
105      *      0       1       1        1            0            0          "Max SD Boost Aura"                  0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
106      8      0       1       1        1            0            0          "Pet Unicorn"                        28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
107      10     0       1       1        1            0            0          "Lethal Wizard's Ring"               0       100          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
109      10     0       1       1        1            0            0          "Sapphire Ring"                      0       50           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
110      10     0       1       1        1            0            0          "Ruby Ring"                          0       50           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
111      10     0       1       1        1            0            0          "Topaz Ring"                         0       50           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
112      10     0       1       1        1            0            0          "Amethyst Ring"                      0       50           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
113      9      0       1       1        1            0            0          "Ruby Necklace"                      0       50           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
114      9      0       1       1        1            0            0          "Emerald Necklace"                   0       50           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
115      9      0       1       1        1            0            0          "Sapphire Necklace"                  0       50           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
116      10     0       1       1        1            0            0          "Seal of Wealth"                     0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
117      *      0       1       1        1            0            0          "Minimum Vitality Potion"            0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
118      *      0       1       1        1            0            0          "Low Vitality Potion"                0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
119      *      0       1       1        1            0            0          "Medium Vitality Potion"             0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
120      *      0       1       1        1            0            0          "High Vitality Potion"               0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
121      0      0       1       1        1            0            0          "Open Access Ticket to Chaos Ca"     25964   10           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
122      10     0       1       1        1            0            0          "Skeleton Transformation Ring"       1       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
123      8      0       1       1        1            0            0          "Pet Skeleton"                       1       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
124      *      0       1       1        1            0            0          "Paid Channel Access Ticket"         0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
125      0      0       1       1        1            0            0          "Open Access Ticket to Doppelga"     29285   10           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
126      *      0       1       1        1            0            0          "Open Access Ticket to Varka"        0       10           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
127      *      0       1       1        1            0            0          "Open Access Ticket to Varka Ma"     55      3            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
128      10     0       1       1        1            0            0          "Hawk Figurine"                      0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
129      10     0       1       1        1            0            0          "Goat Figurine"                      0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
130      10     0       1       1        1            0            0          "Oak Charm"                          0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
131      10     0       1       1        1            0            0          "Maple Charm"                        0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
132      10     0       1       2        1            0            0          "Golden Oak Charm"                   0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
133      10     0       1       2        1            0            0          "Golden Maple Charm"                 0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
134      10     0       1       1        1            0            0          "Worn Horseshoe"                     0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
135	     *	    0	    1	    1	     1	          0	           0	      "1st Lucky Armor Ticket"	           0	   255	        0	      0	            0	          0	        0	      0	            0	          0	 1	 1	 1	 1	 1	 1	 1	
136	     *	    0	    1	    1	     1	          0	           0	      "1st Lucky Pants Ticket"	           0	   255	        0	      0	            0	          0	        0	      0	            0	          0	 1	 1	 1	 1	 1	 1	 1	
137	     *	    0	    1	    1	     1	          0	           0	      "1st Lucky Helm Ticket"	           0	   255	        0	      0	            0	          0	        0	      0	            0	          0	 1	 1	 1	 1	 1	 1	 1	
138	     *	    0	    1	    1	     1	          0	           0	      "1st Lucky Gloves Ticket"	           0	   255	        0	      0	            0	          0	        0	      0	            0	          0	 1	 1	 1	 1	 1	 1	 1	
139	     *	    0	    1	    1	     1	          0	           0	      "1st Lucky Boots Ticket"	           0	   255	        0	      0	            0	          0	        0	      0	            0	          0	 1	 1	 1	 1	 1	 1	 1	
140	     *	    0	    1	    1	     1	          0	           0	      "2sd Lucky Armor Ticket"	           0	   255	        0	      0	            0	          0	        0	      0	            0	          0	 1	 1	 1	 1	 1	 1	 1	
141	     *	    0	    1	    1	     1	          0	           0	      "2sd Lucky Pants Ticket"	           0	   255	        0	      0	            0	          0	        0	      0	            0	          0	 1	 1	 1	 1	 1	 1	 1	
142	     *	    0	    1	    1	     1	          0	           0	      "2sd Lucky Helm Ticket"	           0	   255	        0	      0	            0	          0	        0	      0	            0	          0	 1	 1	 1	 1	 1	 1	 1	
143	     *	    0	    1	    1	     1	          0	           0	      "2sd Lucky Gloves Ticket"	           0	   255	        0	      0	            0	          0	        0	      0	            0	          0	 1	 1	 1	 1	 1	 1	 1	
144	     *	    0	    1	    1	     1	          0	           0	      "2sd Lucky Boots Ticket"	           0	   255	        0	      0	            0	          0	        0	      0	            0	          0	 1	 1	 1	 1	 1	 1	 1	
//--Eahle ring
150	     238	 0	     1	     1	      1	           1	        1	      "Erring[T1-1]"                     20      50           1             0             0             0             0             0             0             0      1       1       1       1       1       1       1
151	     239	 0	     1	     1	      1	           1	        1	      "Erring[T1-2]"                     20      50           1             0             0             0             0             0             0             0      1       1       1       1       1       1       1
//// pet con el slot 236 y 237                                                                                     
190      236	0	    1	    1	    1             1		       0          "Demonik[C]"    		               0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
191      236	0	    1	    1	    1             1		       0          "Angelik[C]"    		               0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
192      236	0	    1	    1	    1             1		       0          "Adik[C]"    		                   0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
193      236	0	    1	    1	    1             1		       1          "Gurdi[C]"    		               0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
194      236	0	    1	    1	    1             1		       1          "Queleti[C]"    		               0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
195      236	0	    1	    1	    1             1		       1          "DemonSquel[B]"    		           0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
196      236	0	    1	    1	    1             1		       1          "Guerrin[B]"    		               0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
197	  	 8		0		1		2		1			  0			   0		  "GhostHorseBlue"				   28		255			0			0			0			0			0			0			0			0		1	1	1	1	1	1	1
//Type	Slot	Skill	Width	Height	HaveSerial	HaveOption	DropItem	Name								Level	Durability	Resistance1	Resistance2	Resistance3	Resistance4	Resistance5	Resistance6	Resistance7	None	DW	DK	FE	MG	DL	SU	RF
201		236		0		1		2		1			0			0			"Dark Wizard Muun"					0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
202		236		0		1		2		1			0			0			"Fairy Elf Muun"					0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
203		236		0		1		2		1			0			0			"Magic Gladiator Muun"				0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
204		236		0		1		2		1			0			0			"Rage Fighter Muun"					0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
205		236		0		1		2		1			0			0			"Rune Wizard Muun"					0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
206		236		0		1		2		1			0			0			"Illusion Knight Muun"				0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
207		236		0		1		2		1			0			0			"Grow Lancer Muun"					0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
208		236		0		1		2		1			0			0			"KundunM and Lemuria Muun"			0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
//Type	Slot	Skill	Width	Height	HaveSerial	HaveOption	DropItem	Name								Level	Durability	Resistance1	Resistance2	Resistance3	Resistance4	Resistance5	Resistance6	Resistance7	None	DW	DK	FE	MG	DL	SU	RF
209		8		62		1		1		1			0			0			"Phantasmal Steed"					0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
210		8		0		1		1		1			0			0			"Ice Dragon"						0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
212		8		0		1		1		1			0			0			"Ice Dragon Rare"					0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
213		8		0		1		1		1			0			0			"Fierce Lion"						0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
214		8		0		1		1		1			0			0			"Fierce Lion Rare"					0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
215		8		0		1		1		1			0			0			"Shining Tail"						0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
216		8		0		1		1		1			0			0			"Shining Tail Rare"					0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
217		8		0		1		1		1			0			0			"Ur"								0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
218		8		0		1		1		1			0			0			"Ur Rare"							0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
219		8		0		1		1		1			0			0			"Leviathan"							0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
220		8		0		1		1		1			0			0			"Leviathan Rare"					0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
//============================
199      *      0       1       1        1            1            0          "Muun Egg"                             0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
221      236      0       1       1        1            0            0          "King Rex Milon"                     0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
222      236      0       1       1        1            0            0          "Loggle"                             0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
223      236      0       1       1        1            0            0          "Loggle (Evolved)"                   0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
//--     
224      236      0       1       1        1            0            0          "Repen"                              0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
225      236      0       1       1        1            0            0          "Repen (Evolved)"                    0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
226      236      0       1       1        1            0            0          "Repen (Mount)"                      0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
227      236      0       1       1        1            0            0          "Repen (Mount Evolved)"              0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
//--     
228      236      0       1       1        1            0            0          "Balrog"                             0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
229      236      0       1       1        1            0            0          "Balrog (Evolved)"                   0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
//--     236
230      236      0       1       1        1            0            0          "Phoenix of Darkness"                0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
231      236      0       1       1        1            0            0          "Phoenix of Darkness (Evolved)"      0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
//--                                                                                                                 
232      236      0       1       1        1            0            0          "Kundun"                             0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
233      236      0       1       1        1            0            0          "Kundun (Evolved)"                   0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
//--     236                                                                                                         
234      236      0       1       1        1            0            0          "Nightmare"                          0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
235      236      0       1       1        1            0            0          "Nightmare (Evolved)"                0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
//--                                                                                                                 
236      236      0       1       1        1            0            0          "HellMaine"                          0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
237      236      0       1       1        1            0            0          "HellMaine (Evolved)"                0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
//--     236                                                                                                         
238      236      0       1       1        1            0            0          "Selupan"                            0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
239      236      0       1       1        1            0            0          "Selupan (Evolved)"                  0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
//--                                                                                                                
240      236      0       1       1        1            0            0          "Medusa"                             0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
241      236      0       1       1        1            0            0          "Medusa (Evolved)"                   0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
//--     236                                                                                                        
242      236      0       1       1        1            0            0          "Lord Silvester"                     0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
243      236      0       1       1        1            0            0          "Lord Silvester (Evolved)"           0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
//--                                                                                                                 
244      236      0       1       1        1            0            0          "Nix"                                0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
245      236      0       1       1        1            0            0          "Nix (Evolved)"                      0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
250      236      0       2       2        1            0            0          "Lion Blue"                          0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
251      236      0       2       2        1            0            0          "Lion Gold"                          0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
252      236      62      2       2        1            0            0          "Ghost Horse Blue"                   0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
253      236      62      2       2        1            0            0          "Ghost Horse Red"                    0	   255		0	      0		    0		  0		0             0		    0		  0	 1	 1	 1	 1	 1	 1	 1
end

14
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Value   Level
0        *      0       1       1        1            0            1          "Apple"                              5       1
1        *      0       1       1        1            0            1          "Small Healing Potion"               10      10
2        *      0       1       1        1            0            1          "Healing Potion"                     20      25
3        *      0       1       1        1            0            1          "Large Healing Potion"               30      40
4        *      0       1       1        1            0            1          "Small Mana Potion"                  10      10
5        *      0       1       1        1            0            1          "Mana Potion"                        20      25
6        *      0       1       1        1            0            1          "Large Mana Potion"                  30      40
7        *      0       1       1        1            0            0          "Siege Potion"                       30      0
8        *      0       1       1        1            0            1          "Antidote"                           10      10
9        *      0       1       2        1            0            1          "Ale"                                30      15
10       *      0       1       2        1            0            1          "Town Portal Scroll"                 30      30
11       *      0       1       1        1            0            0          "Box of Luck"                        0       0
12       *      0       1       1        1            0            0          "Heart"                              0       0
13       *      0       1       1        1            0            0          "Jewel of Bless"                     150     25
14       *      0       1       1        1            0            0          "Jewel of Soul"                      150     30
15       *      0       1       1        0            0            0          "Zen"                                0       0
16       *      0       1       1        1            0            0          "Jewel of Life"                      0       72
